id	name	c_10	h_index	Q	paper	citations	IndexBestPaper	TitleBestPaper	JournalBestPaper	YearBestPaper
138414	Richart E. Slusher	21.7	19	4.82	39	10 4 9 27 26 37 11 26 24 9 19 8 29 8 20 5 7 33 4 7 12 5 4 7 15 8 3 0 4 1 16 192 20 38 46 51 10 14	32	Observation of Squeezed States Generated by Four-Wave Mixing in an Optical Cavity	PRL	1985
138430	Claire Lhuillier	19.2	9	3.17	15	1 19 2 0 0 23 19 4 10 50 7 6 87 44	13	Order versus disorder in the quantum Heisenberg antiferromagnet on the kagomé lattice using exact spectra analysis	PRB	1997
138505	Julia A. Thompson	3.28	6	1.47	14	6 0 2 2 2 6 4 2 5 3 7 0 0	17	Measurement of the W boson mass	PRD	1998
138655	Norman K. Glendenning	12.9	17	3.16	52	26 13 10 6 8 20 2 99 22 12 3 8 20 20 27 17 9 8 11 7 13 3 21 6 3 21 11 3 15 5 1 0 4 4 1 0 10 35 23 51 1 8 3 12 3 13 17 8 3 0 3	8	Nuclear Spectroscopy with Two-Nucleon Transfer Reactions	PR	1965
138677	Jaan Noolandi	4.5	8	1.51	28	14 4 0 0 2 2 6 3 5 17 0 0 1 1 2 1 1 2 6 17 6 7 5 8 1 2 12	9	Multiple-trapping model of anomalous transit-time dispersion in a-Se	PRB	1977
138727	Walter I. Goldburg	10.2	15	2.72	56	11 0 1 11 9 6 14 4 11 15 7 10 2 7 3 4 14 9 8 26 5 12 4 11 45 8 32 1 1 6 2 8 31 5 1 0 2 8 37 12 6 4 2 1 51 2 13 13 18 0 4 19 10 8 8	45	Slow Dynamics of Isotropic-Nematic Phase Transition in Silica Gels	PRL	1992
138847	R. A. Phaneuf	11.7	16	3.25	40	2 2 2 4 6 4 25 8 35 14 9 20 14 33 10 10 21 13 31 24 5 2 16 1 6 8 2 6 46 19 6 2 5 5 18 11 13 2 4	29	Evidence for correlated double-electron capture in low-energy collisions of O^{6+} with He	PRL	1986
138972	Prabhakar P. Singh	7.85	12	2.13	62	4 11 7 1 10 3 13 1 9 39 13 5 6 2 8 8 7 4 5 10 7 6 2 30 92 5 8 12 5 5 3 10 6 11 9 12 6 10 0 1 0 2 6 6 6 4 1 17 6 5 3 9 1 0 1 3 3 1 0 2 3	25	Elastic scattering of 80-180 MeV protons and the proton-nucleus optical potential	PRC	1981
139018	Robert S. Markiewicz	5.93	8	2.0	30	6 14 4 15 10 17 5 13 1 2 1 2 14 1 8 2 7 6 11 5 0 2 7 2 1 3 1 3 7	6	Strain-confined electron-hole liquid in germanium	PRB	1977
139202	Robert L. Jaffe	33.2	23	5.27	47	2 12 17 6 7 12 7 2 278 137 23 8 261 20 47 43 28 7 53 0 9 9 0 13 41 21 34 4 78 49 14 7 26 32 14 1 21 0 59 25 34 25 9 29 0 27	9	New extended model of hadrons	PRD	1974
139252	Frank H. Stillinger	11.0	14	1.98	49	0 3 1 3 2 8 1 1 3 1 10 9 1 6 3 1 4 22 0 23 4 17 239 4 14 11 9 1 7 13 3 0 7 0 0 7 3 16 3 5 0 4 26 4 4 3 8 11	23	Computer simulation of local order in condensed phases of silicon	PRB	1985
139330	R. D. Parks	8.17	17	2.49	68	2 24 36 3 4 9 2 1 7 11 5 2 11 7 5 7 2 26 5 4 10 26 20 20 4 2 5 4 5 6 7 7 2 4 1 2 7 7 9 0 2 7 24 4 3 0 4 4 7 17 6 5 16 6 2 8 5 2 17 11 10 11 22 4 18 12 2	3	Electron Scattering in Tritium and He^{3}	PRL	1963
139333	G. E. Walker	8.45	12	2.23	33	4 7 11 7 4 5 8 3 26 1 14 23 22 14 9 22 8 2 2 0 4 6 21 34 0 10 4 2 2 3 0 1	24	Systematics of light deformed nuclei in relativistic mean-field models	PRC	1987
139408	Raymond Bowers	13.1	10	3.27	18	2 1 8 3 3 16 26 1 28 19 38 15 4 18 17 11 4	11	Crystal Dynamics of Sodium at 90°K	PR	1962
139575	Y. K. Gambhir	4.39	9	1.38	33	19 10 11 13 1 6 5 2 0 4 3 2 1 0 7 2 0 9 1 1 11 3 3 1 8 0 0 7 0 1 0 0	1	Two- and Four-Quasiparticle States in Spherical Vibrational Nuclei	PR	1967
139701	Patricio S. Letelier	4.0	8	1.53	27	3 3 0 4 7 2 0 3 4 0 0 1 8 6 10 3 7 3 10 10 0 4 3 8 3 1	15	Cosmic strings with curvature corrections	PRD	1992
139775	David S. Cannell	15.1	23	3.46	66	12 25 3 12 2 5 0 6 0 5 4 7 13 9 11 17 15 7 0 60 5 9 5 31 4 1 29 9 0 21 25 70 2 47 21 11 12 49 3 28 36 1 24 19 25 0 9 7 19 0 70 9 11 2 20 6 6 13 25 14 25 5 26 7 2	32	Traveling waves and spatial variation in the convection of a binary mixture	PRA	1987
139804	E. C. Svensson	10.9	12	3.17	27	4 38 11 8 10 11 13 8 6 12 20 28 12 5 35 7 7 8 2 2 15 2 12 7 8 5	2	Crystal Dynamics of Copper	PR	1967
139891	J. R. Beene	6.36	12	2.01	36	2 14 3 7 5 9 9 3 11 10 0 14 19 5 8 13 6 4 9 38 0 5 11 3 21 1 4 2 2 25 16 3 4 8 1	20	Neutron emission in the fissioning ^{158}Er composite system	PRC	1987
139912	E. R. Hunt	18.4	14	3.65	30	8 32 13 16 15 9 5 7 2 1 8 0 8 21 15 19 8 9 6 130 106 3 6 3 21 5 40 6 2	20	Stabilizing high-period orbits in a chaotic system: The diode resonator	PRL	1991
139964	Eugene I. Blount	13.7	12	2.49	28	11 2 22 0 1 80 1 3 28 4 9 1 12 4 23 2 1 0 6 4 46 22 1 21 47 0 2	6	Bloch Electrons in a Magnetic Field	PR	1962
140029	Bo Monemar	5.18	11	1.59	117	5 3 17 8 2 0 7 28 24 22 6 3 10 4 6 20 1 7 3 4 19 8 4 1 7 8 2 4 1 3 6 3 11 2 6 6 10 7 8 1 2 4 3 4 3 4 2 1 1 4 10 2 11 1 1 3 1 2 1 4 3 8 2 1 2 2 4 0 11 13 8 2 5 3 2 7 4 0 0 10 9 5 7 5 3 7 2 3 6 5 0 1 0 7 3 0 4 3 4 3 1 1 1 0 0 2 1 2 1 6 11 2 0 3 4 7	117	Electronic structure of the GaAs:Mn_{Ga}scenter	PRB	1997
140031	S. L. Tabor	7.71	14	2.33	63	4 5 5 13 7 3 5 4 1 4 2 0 1 57 4 12 12 8 1 23 10 3 9 8 54 6 5 4 3 6 2 2 4 6 4 0 20 18 2 11 7 13 15 8 10 21 2 13 18 9 22 10 11 5 15 4 7 9 7 8 10 0	14	Fusion Cross Sections of Light Heavy-Ion Systems: Resonances and Shell Effects	PRL	1976
140058	A. V. Khare	2.9	5	1.13	33	0 3 1 0 3 2 0 0 2 0 3 3 1 8 0 0 18 2 9 4 9 2 4 1 2 3 3 0 0 0 5 2	17	Relationship between supersymmetry and solvable potentials	PRD	1987
140093	S. J. Rothman	8.55	8	2.32	20	1 5 18 14 1 17 2 3 9 2 6 2 10 5 43 3 21 6 1	15	Tracer diffusion of oxygen in YBa_{2}Cu_{3}O_{7-δ}	PRB	1989
140109	Seido Nagano	3.92	4	1.54	13	7 1 2 4 1 17 8 3 1 2 0 2	6	Correlations in a two-dimensional quantum electron gas: The ladder approximation	PRB	1984
140174	Fred R. Buskirk	6.26	7	2.09	15	3 7 28 9 6 2 5 7 3 7 7 7 1 1	3	Electroexcitation of Giant Multipole Resonances in ^{197}Au and ^{208}Pb between 5 and 40 MeV Excitation Energy with 90-MeV Electrons	PRL	1974
140176	Robert J. Nemanich	7.53	11	1.88	30	3 12 19 4 14 31 11 1 1 5 2 0 4 1 4 3 0 45 7 11 3 2 0 5 15 19 1 1 1	18	Defects in single-crystal silicon induced by hydrogenation	PRB	1987
140216	Frank S. Crawford	10.5	14	2.83	44	0 4 17 18 1 43 8 2 14 5 14 4 11 27 1 8 18 2 15 12 33 17 17 1 18 37 5 8 14 14 4 5 18 6 0 8 6 5 10 1 8 1 3	6	Detection of Parity Nonconservation in Λ Decay	PR	1957
140644	C. R. Bingham	5.06	10	1.71	47	26 15 7 7 3 6 13 13 6 2 4 4 8 5 2 11 8 8 6 0 10 0 4 5 1 1 10 4 6 8 5 4 0 2 2 5 1 1 1 3 8 1 0 0 4 2	1	Nuclear-Reaction Studies with 65-MeV Alpha Particles on Zirconium	PR	1966
140659	William G. Unruh	13.7	18	2.54	48	9 7 18 31 3 4 1 15 18 3 1 1 24 6 1 16 5 44 2 12 1 0 4 1 16 8 97 8 13 4 26 26 13 1 0 3 1 2 2 0 0 12 0 8 95 64 13	30	Reduction of a wave packet in quantum Brownian motion	PRD	1989
140681	C. A. Swenson	9.09	14	2.45	42	6 4 7 0 7 10 5 4 21 2 10 10 8 2 23 37 2 44 44 10 9 8 4 3 5 4 9 8 7 1 0 18 19 0 1 7 6 3 4 3 3	19	Heat Capacity of hcp and bcc Solid Helium 3	PR	1967
140771	E. T. Arakawa	4.83	12	1.77	61	13 4 6 4 4 3 7 5 5 2 7 1 11 15 0 6 7 9 2 7 8 7 8 5 5 8 2 7 7 10 7 9 12 3 4 2 4 6 1 7 2 3 2 7 6 2 0 7 1 3 3 2 2 1 5 5 0 1 3 0	14	Optical and Photoemissive Properties of Nickel in the Vacuum-Ultraviolet Spectral Region	PR	1969
140791	Frank E. Close	20.8	11	4.49	17	12 0 3 49 36 31 34 18 6 2 17 36 34 30 29 10	4	Change of confinement scale in nuclei: Predictions for structure functions confront electroproduction data	PRD	1985
140796	Tadashi Arai	3.23	6	1.5	17	3 8 5 2 1 0 4 1 0 4 4 4 5 2 2 5	2	Exchange Interaction and Heisenberg's Spin Hamiltonian	PR	1962
140835	Brage Golding	13.2	18	3.49	51	2 21 8 10 8 16 40 3 5 4 22 41 5 27 29 20 19 0 7 3 5 14 14 6 20 8 40 20 11 4 1 41 11 4 8 14 9 6 2 33 3 7 6 13 3 23 39 7 4 8	32	Phonon localization in glasses	PRB	1986
140939	William A. Hiscock	7.88	12	2.08	44	9 1 2 5 9 5 9 5 3 13 57 0 5 4 3 2 2 1 4 9 3 7 10 2 1 15 5 0 7 27 2 1 16 42 23 9 8 1 1 3 8 5 1	11	Exact gravitational field of a string	PRD	1985
141083	Masataka Mizushima	3.96	8	1.5	27	3 0 0 5 8 2 11 5 3 0 8 5 8 4 1 5 4 10 3 11 1 2 0 4 1 3	20	Absorption Spectrum of the Oxygen Molecule in the 55-65-Gc/sec Region	PR	1966
141317	Alexei A. Maradudin	9.02	24	2.28	146	21 5 2 6 10 7 11 1 12 9 16 47 25 4 6 14 21 5 20 8 15 18 1 3 8 33 4 5 25 2 0 4 2 13 4 5 4 7 42 6 1 9 13 1 1 1 3 9 32 8 12 1 21 12 13 1 3 47 0 5 1 8 3 16 11 1 1 0 2 13 4 7 0 4 15 6 1 1 7 4 4 3 27 2 4 4 11 6 5 1 1 1 3 8 13 9 5 13 19 4 1 1 8 8 0 2 16 6 6 2 0 0 2 1 8 5 3 3 0 62 2 13 9 19 5 4 5 22 8 10 35 14 1 1 23 24 4 25 3 7 29 10 0 9 1	120	Photonic band structure of two-dimensional systems: The triangular lattice	PRB	1991
141431	Richard C. Powell	4.31	8	1.67	47	4 1 2 8 4 3 3 3 2 4 2 7 2 2 8 7 7 8 9 10 3 10 8 3 4 4 6 3 7 5 3 3 5 1 6 2 3 1 3 0 4 2 3 0 0 17	46	Temperature-dependent optical band gap of the metastable zinc-blende structure β-GaN	PRB	1994
141929	Kalyana T. Mahanthappa	4.39	10	1.3	41	0 8 2 0 1 3 29 11 22 20 2 3 0 4 2 2 1 3 0 1 2 1 1 7 0 9 2 5 0 0 7 4 12 1 0 0 2 1 1 2	7	SU(6)⊗O(3) Structure of Strongly Interacting Particles	PRL	1965
141940	Eberhard K. Riedel	35.2	17	6.96	24	23 56 95 88 43 5 9 27 14 16 78 14 14 34 14 5 9 23 103 71 80 2 10	19	Persistent currents in small one-dimensional metal rings	PRB	1988
142018	R. M. Sternheimer	16.0	26	3.67	86	0 0 33 33 8 17 16 39 0 52 0 11 47 31 17 1 1 8 12 23 65 16 43 52 18 20 20 38 4 1 5 27 32 12 7 17 8 47 9 7 22 7 44 5 21 6 18 8 3 4 1 15 78 23 49 11 0 20 17 10 33 7 18 24 5 2 0 15 12 3 3 15 2 11 15 9 8 6 5 9 4 2 1 3 5	53	Shielding and Antishielding Effects for Various Ions and Atomic Systems	PR	1966
142052	Francisco H. Claro	6.59	11	2.24	27	11 4 5 16 10 15 10 12 2 16 2 9 2 2 8 4 0 6 12 2 7 2 1 5 2 5	10	Multipolar response of small metallic spheres: Nonlocal theory	PRB	1987
142093	Aram Z. Mekjian	13.1	15	3.11	36	3 12 2 6 9 0 5 1 39 3 3 3 25 21 44 0 27 52 12 26 19 15 8 15 7 1 17 8 2 16 12 1 10 2 41	18	Dilepton emission and the QCD phase transition in ultrarelativistic nuclear collisions	PRD	1986
142194	R. M. Walker	9.16	8	2.45	18	1 6 8 15 0 24 37 11 3 1 20 5 8 4 10 7 1	6	Recovery of Electron-Irradiated Copper. I. Close Pair Recovery	PR	1959
142295	Wim M. De Jonge	6.52	13	2.03	68	3 8 0 4 8 2 4 3 11 1 4 4 4 9 7 4 5 3 14 5 2 2 0 12 2 17 1 0 18 2 23 15 6 8 3 25 11 2 11 15 0 0 2 3 2 1 20 5 4 4 5 3 4 5 8 3 13 9 9 12 7 4 1 4 1 23 8	36	Magnetic behavior of the diluted magnetic semiconductor Zn_{1-x}Mn_{x}Se	PRB	1987
142376	M. M. Abraham	5.6	14	1.7	81	4 4 13 12 0 7 2 4 14 8 13 1 5 3 3 3 4 2 4 2 14 15 3 2 13 10 6 14 13 7 14 1 0 3 6 3 3 8 1 5 4 4 0 4 0 3 1 3 0 1 14 0 13 0 1 2 2 1 4 3 11 10 1 22 11 6 1 41 4 6 3 3 6 4 2 2 1 0 1 1	68	Persistent currents in an interacting 1D disordered ring: Manifestations of the Mott-Hubbard transition	PRL	1993
142389	Ernest J. Valeo	6.61	9	2.0	18	5 12 8 2 18 12 8 10 0 7 19 6 2 6 0 0 1	11	Fusion Reactor Plasmas with Polarized Nuclei	PRL	1982
142397	Shmuel Shtrikman	7.47	14	1.78	59	10 8 0 0 0 8 7 6 4 25 5 6 4 9 1 0 2 8 5 7 7 5 0 1 4 0 6 3 76 1 1 0 4 9 10 0 15 3 31 12 4 1 24 11 16 9 1 9 2 0 0 6 0 1 6 2 4 3	29	Critical Behavior at the Onset of k[over →]-Space Instability on the λ Line	PRL	1975
142433	Henk Van Beijeren	11.1	13	2.66	31	41 1 16 2 14 32 2 40 0 4 4 5 9 4 7 0 5 0 2 1 3 14 31 19 2 9 16 12 13 24	1	Exactly Solvable Model for the Roughening Transition of a Crystal Surface	PRL	1977
142545	Daniel W. Hone	14.0	17	3.25	44	5 30 15 3 2 38 14 9 37 45 4 0 3 12 3 10 7 13 9 12 3 26 4 10 2 1 3 2 3 5 15 1 53 57 4 1 35 8 14 8 53 12 5	34	Random-phase-approximation analysis of NMR and neutron-scattering experiments on layered cuprates	PRL	1990
142786	George Gidal	7.3	13	1.99	26	11 3 1 10 19 15 13 7 8 5 8 36 3 11 13 15 4 23 12 9 2 6 7 0 0	37	Search for right-handed currents in muon decay	PRD	1986
142795	Chia Wei Woo	8.28	15	2.54	59	12 24 13 20 10 36 10 12 9 9 12 8 6 7 14 14 0 7 14 13 16 13 9 10 1 4 24 8 4 17 11 6 7 7 3 9 15 3 7 2 3 2 3 5 4 5 2 6 2 4 4 1 0 1 2 9 1 9	6	Variational Calculations on Liquid He^{4} and He^{3}	PR	1967
143070	Joachim Stöhr	15.9	22	4.52	63	2 3 4 6 7 14 26 4 10 29 34 19 11 21 13 13 14 28 10 8 22 20 10 37 42 9 7 4 20 6 19 31 14 16 15 4 13 16 7 10 21 15 0 9 8 24 9 5 11 11 1 4 41 29 19 14 55 74 17 18 4 31	58	Microscopic Origin of Magnetic Anisotropy in Au/Co/Au Probed with X-Ray Magnetic Circular Dichroism	PRL	1995
143154	A. Nihat Berker	18.5	20	4.07	44	6 8 16 49 58 47 23 78 15 12 22 44 2 53 7 0 10 8 15 15 20 9 17 7 8 3 0 43 69 1 20 24 9 5 9 0 2 19 17 3 18 4 3	8	First- and Second-Order Phase Transitions in Potts Models: Renormalization-Group Solution	PRL	1979
143201	N. Stolterfoht	9.81	18	3.07	75	10 13 19 14 11 8 8 21 9 25 5 16 9 5 4 4 19 7 4 7 10 3 24 7 1 6 46 4 20 4 6 6 13 7 5 3 9 5 3 6 16 2 1 0 21 15 4 5 12 5 8 8 3 18 4 0 18 3 21 2 30 10 15 4 5 20 4 5 18 4 7 6 9 10	27	Evidence for correlated double-electron capture in low-energy collisions of O^{6+} with He	PRL	1986
143217	Robert K. Nesbet	8.79	18	2.31	84	2 1 11 11 3 17 6 24 8 6 2 4 2 14 3 1 1 15 26 40 5 17 7 1 34 34 34 9 2 29 14 3 11 15 11 9 14 13 27 4 6 7 17 2 4 11 2 5 0 1 3 8 9 2 2 3 3 0 7 13 25 2 3 3 16 2 2 18 0 2 4 1 8 1 18 12 1 1 0 1 6 1 5	19	Atomic Bethe-Goldstone Equations. I. The Be Atom	PR	1967
143378	Wolfgang Scobel	8.69	11	2.44	26	20 0 30 7 8 9 4 3 9 1 17 0 5 17 16 6 13 3 4 12 25 10 17 4 12	3	Fusion and interaction barrier parameters and critical angular momenta from ^{35}Cl-induced reactions	PRC	1976
143380	Herbert Diamond	3.81	7	1.47	22	4 0 6 9 9 3 12 10 5 1 10 2 1 4 1 2 3 5 0 1 4	6	Identification of Californium Isotopes 249, 250, 251, and 252 from Pile-Irradiated Plutonium	PR	1954
143476	Hideki Matsumoto	4.72	8	1.67	47	4 0 0 2 1 5 3 0 1 8 2 21 8 7 4 6 3 3 4 5 2 0 1 6 4 12 0 8 1 1 9 3 4 11 6 2 12 2 3 6 4 7 6 11 4 15	12	Mixed state in magnetic superconductors	PRB	1979
143601	J. Law	7.4	8	1.84	22	0 0 40 3 1 11 20 5 6 3 14 9 4 9 24 6 4 2 0 0 0	3	K-Vacancy Creation by High-Z Heavy-Ion Impact	PRL	1973
143615	Meera Chandrasekhar	7.92	8	2.13	25	30 15 1 3 4 4 5 2 6 6 8 2 22 1 46 4 3 6 4 2 18 1 1 2	15	High-pressure studies of GaAs-Ga_{1-x}Al_{x}As quantum wells of widths 26 to 150 Å	PRB	1986
143618	Peter Fong	5.0	6	1.44	22	15 32 0 0 1 0 3 6 1 12 9 9 4 1 4 4 3 4 2 0 0	2	Statistical Theory of Nuclear Fission: Asymmetric Fission	PR	1956
143652	A. Menchaca Rocha	6.64	8	1.81	14	6 5 6 11 30 0 2 0 7 17 1 1 2	5	Energy dependence of the fusion and elastic scattering of ^{16}O+^{40}Ca	PRC	1979
143770	John A. Poirier	5.41	13	1.75	29	2 3 4 2 12 34 0 13 15 16 31 0 5 12 12 8 4 31 13 11 5 7 3 5 3 3 6 0	6	Total and Differential Cross Sections for π^{-}+p→η+n from Threshold to 1300 MeV	PRL	1966
143818	R. Ludeke	11.8	13	3.28	31	2 24 18 16 17 8 3 2 20 5 3 8 23 1 21 6 31 12 11 31 2 4 8 29 10 14 5 22 5 4	17	Sb/GaAs(110) interface: A reevaluation	PRB	1987
143854	J. J. Kolata	6.6	15	1.99	75	4 3 7 2 10 7 5 3 4 1 19 7 17 9 21 14 13 8 2 4 4 5 2 6 17 15 2 2 33 8 4 0 2 0 25 30 18 3 9 4 10 3 0 2 4 11 2 9 3 11 4 3 3 12 3 7 2 4 11 1 0 4 3 11 6 2 8 2 4 1 9 3 2 6	84	Electromagnetic excitation of ^{11}Li	PRC	1993
143890	M. Howard Lee	6.43	12	1.84	44	0 13 5 1 10 9 16 4 33 23 12 5 16 2 4 3 15 5 11 1 6 1 8 5 3 4 4 3 14 2 5 0 0 2 0 0 9 2 0 15 7 3 2	9	Solutions of the generalized Langevin equation by a method of recurrence relations	PRB	1982
144016	Vijay A. Singh	2.71	6	1.14	32	3 4 0 5 4 5 5 3 2 1 7 1 1 0 15 1 0 1 5 6 0 1 1 2 0 3 2 1 0 1 0	15	Electronic structure of transition-atom impurities in GaP	PRB	1985
144031	Peter H. Dederichs	16.4	24	4.21	68	3 5 3 3 13 8 2 3 4 18 49 2 10 72 28 25 19 7 13 3 33 10 9 37 42 12 31 13 5 21 3 8 12 8 0 3 16 5 22 11 8 37 11 3 3 22 34 4 47 56 20 24 40 1 23 4 17 34 23 9 4 9 7 31 22 8 19	14	Self-consistent cluster calculations with correct embedding for 3d, 4d, and some sp impurities in copper	PRB	1984
144085	D. A. Bromley	9.63	20	2.73	94	10 9 12 9 4 5 4 35 3 3 1 6 1 13 4 14 4 0 11 12 9 21 1 13 1 9 10 6 7 16 4 2 4 1 1 11 1 6 2 7 2 7 26 1 20 3 7 17 12 11 43 8 4 6 5 14 7 24 4 24 6 1 41 8 1 13 3 20 36 3 18 22 2 2 0 22 8 8 12 15 15 8 23 2 11 3 10 15 7 12 8 4 10	52	Nuclear Interaction of Oxygen with Oxygen	PR	1969
144158	K. Schilcher	3.7	6	1.34	24	1 2 5 1 10 1 6 1 0 0 6 0 2 2 11 0 0 3 0 15 5 8 6	20	Leptonic CP asymmetries in flavor-changing H^{0} decays	PRD	1993
144160	E. L. Hart	6.61	13	1.73	21	21 15 5 13 15 14 3 4 28 11 13 40 30 15 8 20 3 5 0 0	12	Existence and Properties of the ϕ Meson	PRL	1963
144175	Ingo Sick	19.4	21	4.82	24	18 7 32 39 27 6 8 23 9 8 31 69 11 36 6 18 30 6 19 20 5 11 20	12	Electromagnetic structure of the helium isotopes	PRC	1977
144341	Hans R. Griem	7.5	18	2.2	91	17 3 4 31 5 14 28 36 5 10 13 8 9 7 6 14 12 12 16 12 11 5 37 11 7 5 7 3 1 2 6 4 7 1 1 0 6 3 8 8 6 1 2 4 0 9 11 1 16 6 25 8 9 17 11 2 5 2 18 6 8 12 0 5 2 1 14 5 5 1 4 5 10 18 3 9 1 6 4 1 5 1 3 0 3 0 2 2 1 6	23	Improved Stark Profile Calculations for the Hydrogen Lines Hα, Hβ, Hγ, and Hδ	PR	1968
144360	Anthony J. Leggett	34.0	23	4.33	44	6 7 10 4 7 13 23 21 116 15 2 1 4 2 1 134 9 12 75 38 4 8 1 57 24 0 11 13 302 3 3 9 1 26 275 6 36 1 54 65 53 24 0	29	Dynamics of the dissipative two-state system	RMP	1987
144501	Claudette Rigaux	5.58	7	2.07	17	5 6 2 7 7 3 18 10 0 8 3 8 4 3 0 5	7	Dynamics of the spin-glass freezing in semimagnetic semiconductors	PRB	1989
144582	Theodore Kaplan	6.96	11	2.19	33	11 19 4 1 17 6 6 1 3 3 2 24 11 1 10 3 1 9 2 9 1 11 3 0 17 6 9 2 13 11 5 7	12	Self-consistent cluster theory for systems with off-diagonal disorder	PRB	1980
144600	Chung I Tan	8.67	12	2.11	46	12 4 6 0 8 8 5 1 4 14 10 18 13 3 80 34 10 6 6 4 2 47 4 20 3 14 2 5 5 2 1 1 1 0 4 3 0 3 2 8 4 2 3 1 1	15	Helicity Poles, Triple-Regge Behavior, and Single-Particle Spectra in High-Energy Collisions	PRL	1971
144657	K. N. Tu	4.09	7	1.36	41	0 17 10 3 4 4 13 3 3 2 4 7 2 1 2 16 10 6 6 1 7 23 0 0 2 1 3 1 1 1 1 0 1 2 3 3 0 1 3 0	22	Diffusion of oxygen in superconducting YBa_{2}Cu_{3}O_{7-δ} ceramic oxides	PRB	1989
144669	Uday P. Sukhatme	6.34	9	1.77	35	0 2 1 3 12 3 4 12 0 3 2 5 1 4 7 31 40 16 14 3 0 3 0 8 11 9 4 4 0 1 2 3 7 2	17	Energy eigenstates of spherically symmetric potentials using the shifted 1/N expansion	PRD	1984
144687	William M. Yen	5.41	14	1.43	73	17 27 32 9 3 28 3 3 0 2 4 0 3 3 5 1 11 5 16 4 21 0 18 15 18 5 4 4 6 13 3 1 8 7 0 1 0 0 9 4 0 2 1 0 1 1 2 0 0 2 1 9 0 2 8 8 16 5 0 2 3 2 3 0 1 2 1 0 1 7 0 0	3	Phonon-Induced Relaxation in Excited Optical States of Trivalent Praseodymium in LaF_{3}	PR	1964
144829	Wm. C. Mcharris	4.51	8	1.71	35	14 5 6 12 7 6 5 11 5 0 8 2 2 1 2 4 8 5 3 3 8 7 3 2 5 0 3 2 3 7 3 4 2 4	1	High-Resolution Gamma-Ray Spectroscopic Studies of the Decays of 2.6-h Nd^{141g} and 60-sec Nd^{141m}	PR	1968
145244	Hari P. Saha	5.37	9	1.91	27	1 10 10 4 5 4 2 12 7 10 9 4 6 10 6 11 10 0 2 6 2 0 4 6 3 1	8	Multiconfiguration Hartree-Fock calculation of the photoionization of the excited Na 4d state	PRA	1988
145297	Robert Z. Bachrach	16.6	17	4.07	31	11 22 11 8 3 1 5 14 12 0 10 21 7 12 26 5 8 17 26 7 1 7 37 48 12 30 35 51 38 28	28	Electronic structure, atomic structure, and the passivated nature of the arsenic-terminated Si(111) surface	PRB	1987
145371	John F. Seely	5.25	10	1.6	28	19 6 11 5 17 5 3 0 6 5 3 14 2 16 0 14 0 10 3 0 5 27 5 2 1 0 10	22	Polarization of x-ray emission lines from heliumlike scandium as a probe of the hyperfine interaction	PRL	1990
145387	Kyozi Kawasaki	15.7	15	3.44	30	1 19 5 27 6 16 14 25 6 10 39 5 11 24 8 16 12 1 8 44 92 14 1 4 6 0 3 33 21	21	Universal Scaling in the Motion of Random Interfaces	PRL	1982
145462	Karl H. Bennemann	7.65	16	1.93	109	6 1 1 10 17 7 2 10 2 2 5 26 3 4 1 4 6 3 5 9 11 4 5 1 14 2 14 0 1 3 1 25 1 7 3 14 7 11 1 2 1 6 4 0 0 1 35 8 1 0 11 2 11 3 13 0 2 1 4 0 6 12 0 15 4 56 6 31 3 3 17 11 1 3 4 5 7 4 1 0 11 4 9 1 3 14 1 29 1 11 1 9 6 10 45 8 5 14 19 8 12 0 6 50 7 1 5 0	66	Size and structural dependence of the magnetic properties of small 3d-transition-metal clusters	PRB	1989
145477	Jeffrey W. Lynn	16.1	23	3.4	77	38 19 33 0 22 0 4 1 6 27 25 23 9 3 9 5 15 7 6 4 23 5 2 17 24 2 47 1 17 13 13 17 1 2 4 22 6 8 3 1 3 21 9 8 4 0 1 5 6 8 39 48 44 9 1 26 11 15 36 6 1 3 4 12 151 4 9 3 75 57 1 17 40 24 2 36	65	Unconventional Ferromagnetic Transition in La_{1-x}Ca_{x}MnO_{3}	PRL	1996
145491	U. Kaufmann	4.36	7	1.65	30	4 2 2 6 5 4 6 1 5 3 3 1 11 8 6 25 7 5 5 4 2 3 2 2 0 0 3 3 1	17	Electron-paramagnetic-resonance measurements of Si-donor-related levels in Al_{x}Ga_{1-x}As	PRB	1989
145513	Jack M. Mochel	8.32	9	2.08	28	3 4 2 1 11 5 2 3 5 3 0 8 6 20 5 31 30 5 0 3 1 2 17 2 0 17 42	27	Hall effect above T_{c} in untwinned single-crystal YBa_{2}Cu_{3}O_{7-x}: Normal-state behavior and superconducting fluctuations	PRB	1991
