id	name	c_10	h_index	Q	paper	citations	IndexBestPaper	TitleBestPaper	JournalBestPaper	YearBestPaper
7555	François Perrot	8.72	15	2.38	54	24 17 2 0 8 6 10 3 11 0 12 9 2 41 2 0 14 3 22 5 18 0 17 6 5 2 14 25 0 0 0 8 0 7 3 12 7 7 3 6 8 8 18 3 5 0 8 6 5 19 5 14 8	14	Density-functional theory of hydrogen plasmas	PRA	1982
7885	Yehuda Goldstein	5.34	8	1.71	26	8 5 5 1 3 10 6 5 4 2 1 7 4 3 4 2 1 7 43 6 1 1 0 3 7	19	Disorder and the Optical-Absorption Edge of Hydrogenated Amorphous Silicon	PRL	1981
8008	Gerd Schön	22.0	20	4.63	48	6 6 5 4 10 9 4 62 70 18 72 5 60 6 10 7 18 8 2 4 29 47 17 10 10 5 33 10 1 64 0 38 0 35 15 37 4 5 7 6 14 33 115 16 44 38 29	43	Quantum Manipulations of Small Josephson Junctions	PRL	1997
8213	David A. Kessler	14.8	20	3.12	67	0 8 13 4 8 9 4 15 5 10 2 11 39 4 18 6 0 4 3 15 3 0 5 57 63 31 0 45 36 21 24 23 38 5 13 6 32 32 9 40 13 1 25 0 36 0 5 8 0 1 0 6 42 54 5 17 1 7 7 16 12 1 1 10 11 8	25	Geometrical models of interface evolution	PRA	1984
8224	Irving Langmuir	5.65	14	1.81	40	2 3 9 2 1 4 1 3 0 0 18 4 7 15 3 8 3 12 6 8 15 7 12 12 10 18 0 7 0 5 2 6 4 3 0 8 4 0 2	11	The Effect of Space Charge and Initial Velocities on the Potential Distribution and Thermionic Current between Parallel Plane Electrodes	PR	1923
8298	J. H. Hamilton	5.49	14	1.82	79	5 5 7 6 19 6 5 3 4 0 1 23 5 6 11 1 28 1 3 1 6 8 4 8 15 3 8 4 6 5 9 5 8 4 5 5 2 1 15 2 4 4 1 1 4 10 0 8 5 6 12 1 4 8 11 2 4 6 15 8 3 2 8 0 5 11 3 11 1 8 5 6 6 4 2 1 21 1	17	β- and γ-Vibrational Bands of ^{152}Sm and ^{154}Gd	PR	1969
8323	Alan G. Macdiarmid	16.7	19	4.23	59	13 8 14 5 13 44 23 1 24 43 26 11 5 39 16 38 59 26 4 34 61 15 38 5 27 3 38 41 13 17 14 14 18 6 1 13 4 8 15 15 2 26 28 11 4 0 7 9 2 5 18 2 2 3 13 2 7 13	21	Structural Determination of the Symmetry-Breaking Parameter in trans-(CH)_{x}	PRL	1982
8442	Frank J. Lynch	6.0	8	1.93	19	5 9 5 6 18 10 21 6 8 0 8 3 3 5 0 3 1 0	7	Lifetimes of d_{3/2} Hole States in Scandium Isotopes	PRL	1964
8444	K. R. Davies	12.6	13	3.62	30	6 18 15 11 23 13 3 3 34 17 52 18 14 10 11 16 12 17 10 25 7 7 9 5 4 1 4 4 2	11	Time-dependent Hartree-Fock calculations for ^{16}O + ^{16}O and ^{40}Ca + ^{40}Ca reactions	PRC	1977
8468	Edgar Everhart	14.7	17	4.13	29	4 1 4 16 8 21 16 17 4 27 10 31 22 24 21 14 13 18 18 22 40 15 6 19 4 13 8 0	20	Coincidence Measurements of Large-Angle Ar^{+}-on-Ar Collisions	PR	1966
8487	D. Geoffrey Ravenhall	17.9	18	3.48	48	11 14 0 57 17 68 6 55 10 10 15 22 27 3 1 6 5 12 17 22 27 0 38 4 32 2 1 1 6 5 7 1 6 3 5 0 2 10 6 4 9 53 36 39 25 11 4	48	Equation of state of nucleon matter and neutron star structure	PRC	1998
8827	R. Machleidt	16.0	14	3.25	36	5 15 7 6 3 8 3 5 3 8 20 8 10 8 6 4 24 76 17 1 16 15 8 0 2 14 29 2 26 4 11 10 186 4 24	33	Nonlocal nature of the nuclear force and its impact on nuclear structure	PRC	1996
8854	Saul B. Oseroff	11.8	12	2.76	39	0 4 7 6 9 4 30 4 4 6 1 11 5 8 4 6 6 34 43 2 7 13 14 12 8 6 4 12 11 72 1 4 0 1 34 2 18 10	30	Spin-Peierls State versus Néel State in Doped CuGeO_{3}	PRL	1995
8927	Jonas Alster	11.2	18	2.83	17	5 7 22 20 11 5 1 1 10 21 4 20 1 5 15 17	28	Pion absorption on ^{3}He at T_{π}=62.5 and 82.8 MeV	PRC	1986
9245	C. Y. Fong	7.02	15	1.98	46	6 10 16 25 22 11 5 6 0 3 12 1 11 4 9 0 7 0 12 1 25 6 2 24 1 1 1 1 3 16 0 1 11 4 5 1 15 7 3 5 2 11 9 6 2	21	Beyond the Rigid-Ion Approximation with Spherically Symmetric Ions	PRL	1985
9274	Robert B. Hallock	7.62	16	2.13	64	14 5 31 0 1 4 4 5 2 12 4 2 7 12 1 21 4 1 15 17 9 18 5 7 1 6 5 6 16 14 0 0 0 4 14 6 6 4 0 19 10 1 7 4 18 4 4 1 10 2 38 3 0 3 13 26 12 1 3 6 1 8 9	51	Anomalous wetting of helium on cesium	PRL	1992
9281	Malvin A. Ruderman	11.3	18	3.07	44	25 5 17 10 9 6 6 3 6 9 39 11 73 15 2 6 16 3 10 0 0 7 10 10 10 11 14 0 17 8 3 12 3 7 5 21 9 15 6 10 9 24 19	13	Indirect Exchange Coupling of Nuclear Magnetic Moments by Conduction Electrons	PR	1954
9308	Alaor S. Chaves	3.94	6	1.58	17	3 3 5 3 3 1 0 0 12 3 4 12 4 1 5 7	12	Behavior of the electron-hole gas in quantum wells in GaAs-Al_{x}Ga_{1-x}As heterostructures under in-plane magnetic fields	PRB	1987
9332	Sang Young Lee	4.11	13	1.43	52	8 12 0 0 0 5 0 0 3 10 12 1 3 2 15 6 1 6 7 3 2 5 4 18 2 2 1 1 1 4 5 7 10 6 2 5 21 3 1 22 7 18 15 13 14 12 4 1 1 2 15	40	First test of the Siberian snake magnet arrangement to overcome depolarizing resonances in a circular accelerator	PRL	1989
9425	Mitio Inokuti	12.3	15	2.68	38	24 30 11 12 41 11 13 11 5 15 99 10 33 25 15 5 5 23 4 23 5 3 3 3 2 11 10 8 3 0 2 0 1 1 1 1 2	11	Inelastic Collisions of Fast Charged Particles with Atoms and Molecules—The Bethe Theory Revisited	RMP	1971
9458	Ernest J. Moniz	9.3	11	2.57	20	10 27 3 7 23 5 19 5 1 8 1 6 14 0 18 4 5 22 5	2	Nuclear Fermi Momenta from Quasielastic Electron Scattering	PRL	1971
9472	Carl A. Gagliardi	6.59	10	1.94	22	11 2 3 3 7 10 1 4 3 0 1 0 3 13 2 3 41 8 10 4 3	17	Overall Normalization of the Astrophysical S Factor and the Nuclear Vertex Constant for ^{7}Be(p,γ)^{8}B Reactions	PRL	1994
9623	Alberto Sirlin	18.9	26	4.25	71	19 3 4 4 16 0 12 2 3 53 7 1 5 2 6 22 10 4 2 5 9 12 6 7 24 6 3 7 17 5 6 21 14 13 74 9 37 4 0 52 53 30 21 18 23 39 20 25 22 21 15 203 10 34 13 5 17 26 53 16 20 23 22 11 2 1 11 49 10 12	52	Comprehensive analysis of data pertaining to the weak neutral current and the intermediate-vector-boson masses	PRD	1987
9643	Roland Zeyher	11.0	12	3.37	22	24 13 6 12 15 12 6 11 3 0 6 7 8 7 10 7 9 9 13 38 9	20	Influence of strong electron correlations on the electron-phonon coupling in high-T_{c} oxides	PRB	1994
9717	Thomas A. Callcott	7.07	11	2.27	53	6 7 19 7 4 2 8 5 5 8 2 10 9 12 3 4 2 7 7 0 3 9 1 5 9 2 2 5 22 10 9 3 1 9 7 3 2 5 21 3 6 14 0 37 3 2 4 3 10 23 8 5	44	Probing the Graphite Band Structure with Resonant Soft-X-Ray Fluorescence	PRL	1995
9856	W. Zinn	14.4	9	2.56	24	12 2 19 12 3 5 3 0 5 13 1 7 3 4 5 4 2 5 5 155 47 7 26	20	Enhanced magnetoresistance in layered magnetic structures with antiferromagnetic interlayer exchange	PRB	1989
10046	Joseph Callaway	10.7	28	2.68	191	0 3 9 0 14 13 11 5 2 9 6 6 5 7 2 3 6 9 5 5 87 3 1 0 5 5 4 25 1 21 4 6 2 5 5 1 4 1 35 10 51 7 1 29 9 30 3 4 10 1 14 8 17 8 3 22 1 7 24 1 6 44 6 4 19 9 1 5 4 11 10 17 4 2 15 17 3 17 7 56 0 21 13 45 13 22 8 44 33 19 15 2 2 10 3 4 105 17 69 5 13 3 2 3 12 24 11 3 3 12 11 18 13 8 13 10 31 6 32 23 13 4 12 2 12 12 25 3 3 22 6 7 3 15 10 11 1 1 11 8 3 10 15 6 9 14 9 5 8 3 14 4 18 3 6 2 10 6 4 5 2 2 5 0 9 3 2 4 0 7 2 3 6 0 9 6 17 9 7 5 4 0 11 1 20 3 7 2 1 13	97	Energy bands in ferromagnetic nickel	PRB	1977
10080	James C. Phillips	13.8	32	2.97	185	11 33 21 39 18 7 95 28 11 47 15 27 57 23 11 42 54 11 50 49 18 5 12 13 27 10 30 13 2 14 42 9 20 5 18 19 6 17 15 4 26 3 2 27 14 12 0 53 55 20 10 7 2 17 15 26 12 21 2 14 2 3 11 16 2 3 135 27 18 2 12 7 4 4 11 11 5 31 2 14 73 11 21 5 3 32 28 64 1 16 5 9 34 0 25 30 9 9 29 13 1 1 12 0 0 16 0 3 1 4 11 9 9 2 1 0 1 14 2 6 13 2 2 0 2 6 22 0 0 4 10 0 3 8 15 5 5 23 1 9 1 0 2 2 36 13 1 18 22 7 2 2 3 17 21 18 2 4 3 0 21 8 4 3 3 1 24 10 3 5 7 1 13 9 4 4 2 9 1 6 1 1 0 2	67	Ionicity of the Chemical Bond in Crystals	RMP	1970
10194	Norton M. Hintz	10.0	18	3.07	35	5 1 21 2 4 24 17 11 16 23 4 8 8 2 11 30 7 10 6 2 5 7 22 22 19 10 45 16 20 26 17 21 11 5	27	0.8 GeV p+^{208}Pb elastic scattering and the quantity Δr_{np}	PRC	1980
10202	Lawrence M. Schwartz	10.8	16	3.21	47	20 28 6 1 17 12 32 14 15 6 8 20 21 4 4 1 7 9 7 4 12 5 8 10 4 4 9 4 17 25 24 9 35 3 14 2 16 5 4 11 11 2 17 13 0 10	33	New Pore-Size Parameter Characterizing Transport in Porous Media	PRL	1986
10240	John E. Rowe	13.7	23	3.65	65	9 20 8 23 22 17 13 12 4 2 45 19 54 14 31 13 23 6 16 31 1 17 27 14 10 16 6 4 14 5 7 5 27 28 0 19 6 15 26 5 11 3 0 26 23 20 16 21 0 18 1 1 9 6 17 13 10 25 4 13 13 1 5 4	13	Surface and Bulk Contributions to Ultraviolet Photoemission Spectra of Silicon	PRL	1974
10252	Bertrand I. Halperin	40.9	53	7.24	129	9 39 5 62 20 16 149 25 58 3 16 7 15 4 14 67 46 1 40 8 8 58 3 36 13 12 2 0 26 48 22 15 16 50 217 45 38 52 1 1 154 1 220 30 8 28 88 36 21 12 26 52 65 68 8 158 32 3 11 36 14 70 60 7 222 44 93 52 98 19 44 9 14 4 51 57 40 11 3 52 268 12 301 46 17 65 4 135 14 23 21 6 78 18 8 6 10 15 12 9 14 404 42 42 48 13 13 26 23 29 0 0 14 46 1 21 31 14 7 18 3 7 4 36 13 15 23 13	102	Theory of the half-filled Landau level	PRB	1993
10265	P. H. Stelson	10.0	19	2.75	86	3 6 6 13 9 7 7 6 12 0 6 4 6 5 41 22 9 9 10 3 9 31 46 3 0 6 7 1 19 9 1 1 6 21 7 2 6 11 5 6 6 3 11 5 9 2 10 16 5 42 25 13 15 5 5 22 6 4 24 0 12 8 15 15 14 9 14 40 18 1 13 1 8 2 1 10 46 3 7 9 13 12 6 2 3	23	Coulomb Excitation of Medium-Weight Even-Even Nuclei	PR	1958
10274	David L. Hendrie	8.26	14	2.42	42	10 5 6 7 4 34 21 5 9 2 14 5 2 8 8 17 36 8 5 7 22 11 1 15 2 1 1 3 5 5 6 1 3 14 15 23 11 20 9 20 10	17	Comparison of Nuclear and Coulomb Measurements of Nuclear Shapes	PRL	1973
10297	E. Kisker	13.4	14	3.7	35	7 10 10 13 0 5 20 29 13 19 23 37 4 2 13 7 8 36 62 9 9 5 8 5 18 1 15 7 12 12 0 21 5 15	19	Linear magnetic dichroism in angular resolved Fe 3p core level photoemission	PRL	1993
10404	Jogesh Chandra Pati	14.5	13	2.67	52	10 7 3 0 2 12 6 8 5 5 6 11 6 9 9 2 5 24 8 6 3 3 12 25 1 143 74 8 1 13 13 9 140 8 66 18 3 13 4 2 19 0 0 2 4 7 1 7 0 7 2	26	Unified Lepton-Hadron Symmetry and a Gauge Theory of the Basic Interactions	PRD	1973
10433	P. A. Lindgård	6.67	11	2.23	31	6 7 3 5 2 12 2 3 9 2 4 11 4 24 13 11 4 3 10 2 14 2 5 3 8 3 2 2 0 15	14	Theory and Model for Martensitic Transformations	PRL	1986
10448	Max G. Lagally	25.4	21	5.33	48	12 9 8 7 9 16 1 6 4 15 0 15 14 2 3 63 117 87 147 1 10 1 4 22 14 30 33 17 21 27 23 14 20 15 33 26 18 38 18 121 20 26 38 24 34 7 23	19	Activation energy for surface diffusion of Si on Si(001): A scanning-tunneling-microscopy study	PRL	1991
10625	Eric Pickup	8.63	9	1.95	30	8 0 1 0 0 0 0 1 8 7 9 5 12 2 0 4 0 30 7 1 45 9 24 15 8 11 7 1 27	21	π-π Resonance in π^{-}-p Interactions at 1.25 Bev	PRL	1961
10722	Martin B. Halpern	10.8	16	2.73	51	5 2 4 14 6 0 18 41 2 3 2 32 16 33 4 9 18 31 7 7 25 4 3 1 4 34 38 43 6 1 8 3 1 0 18 3 8 6 10 10 8 6 24 2 4 4 5 2 9 4	28	Unified Gauge Theories of Hadrons and Leptons	PRD	1973
10737	T. Andersen	8.08	12	2.29	35	9 1 3 8 4 1 5 1 1 0 3 4 1 12 1 30 4 16 15 19 0 8 9 17 2 10 21 6 9 21 10 4 15 12	16	Test of Wannier threshold laws: Double-photoionization cross section in helium	PRL	1988
11005	Gerald Lucovsky	8.3	15	2.42	39	8 7 8 18 19 6 14 6 7 6 10 11 4 2 12 5 0 23 2 1 4 31 4 6 0 11 11 15 4 6 6 9 0 7 0 3 30 1	22	Structural interpretation of the vibrational spectra of a-Si: H alloys	PRB	1979
11062	Frank Asaro	6.27	12	1.9	40	17 22 3 9 20 18 7 12 8 2 17 3 4 0 3 2 19 5 1 3 3 1 1 15 10 0 11 3 2 3 6 4 2 3 3 1 5 1 0	1	The Complex Alpha-Spectra of Am^{241} and Cm^{242}	PR	1952
11085	Hans Kleinpoppen	4.41	8	1.63	34	6 4 2 4 1 16 2 0 0 11 4 3 3 0 5 8 15 6 6 1 3 9 4 5 1 3 1 1 4 1 6 2 5	6	Measurements of Complex Excitation Amplitudes in Electron-Helium Collisions by Angular Correlations Using a Coincidence Method	PRL	1973
11103	Paul Erdös	3.04	5	1.24	21	10 6 1 1 16 3 0 8 3 1 1 0 1 0 1 2 1 1 2 3	5	Standard-Basis Operator Method in the Green's-Function Technique of Many-Body Systems with an Application to Ferromagnetism	PRB	1972
11410	Leonard C. Feldman	12.0	14	3.13	44	5 7 11 11 16 3 20 3 12 13 3 6 38 17 23 4 4 13 5 9 23 7 5 10 14 6 30 12 6 62 11 2 0 9 33 1 1 12 4 5 42 8 2	30	Structurally induced optical transitions in Ge-Si superlattices	PRL	1987
11522	Steven G. Louie	27.8	33	6.24	96	33 32 23 105 33 42 42 18 14 25 17 18 9 49 17 4 5 40 1 33 57 32 18 4 23 81 3 1 46 11 20 25 92 9 5 4 21 12 22 38 4 12 5 6 166 30 18 5 13 37 5 29 11 14 33 273 10 14 10 31 76 18 17 24 13 40 9 1 32 41 10 16 25 29 13 6 31 6 9 2 12 11 26 140 11 32 13 19 54 4 72 10 10 7 5	56	Electron correlation in semiconductors and insulators: Band gaps and quasiparticle energies	PRB	1986
11548	Gerhard Soff	8.17	14	2.05	52	0 3 15 5 8 1 16 10 13 1 10 3 7 1 6 1 3 0 0 1 14 3 3 0 3 3 19 2 2 20 0 29 0 5 21 22 5 11 30 1 39 15 12 1 2 9 0 9 20 12 7	41	Massive quasiparticle model of the SU(3) gluon plasma	PRD	1996
11567	Poul Erik Lindelof	10.5	12	3.07	30	1 3 7 6 7 9 7 7 0 7 0 9 13 10 10 22 5 9 27 19 21 3 34 10 10 18 16 14 8	23	Spin splitting and weak localization in (110) GaAs/Al_{x}Ga_{1-x}As quantum wells	PRB	1997
11677	Stephen M. Barr	11.3	18	2.68	67	1 7 2 13 2 1 21 26 17 2 12 2 0 1 5 0 2 12 23 32 17 6 4 13 49 2 10 5 14 6 2 1 10 3 0 2 3 5 3 11 2 2 4 3 10 9 30 2 11 70 15 7 27 14 13 8 1 7 3 8 1 24 5 16 24 35	50	Natural suppression of Higgsino-mediated proton decay in supersymmetric SO(10)	PRD	1993
11857	R. B. Murray	6.26	9	1.93	23	1 3 4 0 3 2 10 5 0 8 8 27 12 17 13 13 3 2 5 3 1 1	12	Recombination Luminescence from V_{K} Centers in Potassium Iodide	PR	1965
12034	R. L. Stenzel	2.34	6	0.98	32	12 1 0 16 8 2 2 1 0 0 4 1 0 6 1 4 1 1 0 3 1 2 2 0 1 0 0 0 3 0 1	4	Development of "Cavitons" and Trapping of rf Field	PRL	1974
12082	Darryl Lyle Smith	9.63	16	2.19	63	6 1 2 3 5 1 1 6 7 2 5 1 8 10 7 0 6 2 4 23 6 4 0 27 0 6 2 1 1 7 2 58 0 36 17 0 31 45 7 34 21 8 11 8 4 8 24 7 77 4 1 4 0 1 3 2 20 0 6 37 5 16	49	Theory of semiconductor superlattice electronic structure	RMP	1990
12090	J. C. Browne	5.18	10	1.73	37	11 8 3 2 2 2 1 11 3 6 5 4 0 2 0 0 3 8 8 3 7 3 3 9 6 4 1 15 8 20 1 2 1 2 15 0	30	Modified method of perturbed stationary states. IV. Electron-capture cross sections for the reaction C^{6+}+H(1s)→C^{5+}(n,l)+H^{+}	PRA	1982
12162	E. L. Wolf	8.93	17	2.3	62	5 5 24 6 7 10 81 4 1 5 6 3 5 20 16 10 6 7 12 12 20 14 8 1 2 18 1 22 7 5 3 5 2 1 5 20 9 1 9 2 0 2 2 14 22 18 1 0 0 6 5 11 0 3 8 7 15 3 0 25 12	7	Coherence Properties of Optical Fields	RMP	1965
12412	Stanisław Tatur	3.3	4	1.39	13	4 7 0 3 3 0 11 6 1 0 5 1	7	Center-of-mass corrections to static properties of hadrons in the bag model	PRD	1984
12467	Martin Deutsch	11.8	15	3.32	32	13 5 19 11 30 18 0 0 15 8 10 28 20 0 9 17 7 27 3 8 16 14 22 15 10 16 7 3 4 2 13	5	Experimental Test of Beta-Ray Theory for the Positron Emitters Na^{22}, V^{48}, Mn^{52}, Co^{58}	PR	1946
12692	S. Ciraci	14.4	20	3.67	56	70 10 6 4 8 20 6 15 3 13 7 12 8 23 62 11 23 4 24 21 23 14 14 14 10 23 16 11 32 2 35 16 16 22 33 4 10 16 19 3 0 2 1 1 2 26 0 5 8 8 16 8 27 18 2	1	Bond-orbital model. II	PRB	1974
12773	Francesco Cannata	1.94	4	1.09	19	0 2 1 2 3 4 2 2 1 6 2 1 4 2 7 0 2 1	15	Formal Scattering Theory Approach to S-Matrix Relations in Supersymmetric Quantum Mechanics	PRL	1988
13048	Alex Szabo	8.55	8	2.32	18	28 26 11 17 5 5 0 1 4 8 6 15 8 13 2 3 0	1	Laser-Induced Fluorescence-Line Narrowing in Ruby	PRL	1970
13085	Bruce N. Miller	5.55	9	1.87	27	10 5 3 1 0 1 5 1 11 2 7 5 11 7 6 2 1 14 0 7 4 0 5 8 5 16	26	Equipartition and Mass Segregation in a One-Dimensional Self-Gravitating System	PRL	1997
13147	Barry Simon	10.1	9	1.92	26	2 2 0 2 7 4 3 3 4 21 13 6 0 0 0 4 3 36 109 6 21 4 0 6 5	19	Holonomy, the Quantum Adiabatic Theorem, and Berry's Phase	PRL	1983
13153	L. E. Glendenin	5.29	8	1.43	31	0 13 0 0 0 20 3 11 5 1 3 6 0 2 21 4 0 0 0 7 14 2 5 2 5 7 8 1 24 0	29	Experimental Signatures of Quasifission Reactions	PRL	1983
13198	C. K. Gelbke	17.5	29	3.95	41	2 2 9 3 25 4 0 3 1 5 8 6 10 14 22 23 7 14 7 11 20 25 42 41 40 2 10 39 43 24 39 16 15 11 41 33 19 26 33 32	54	Intensity interferometry in subatomic physics	RMP	1990
13277	H. J. Gils	5.15	7	1.9	13	6 8 10 6 4 2 8 2 5 7 13 1	11	Measurements of the Coulomb dissociation cross section of 156 MeV ^{6}Li projectiles at extremely low relative fragment energies of astrophysical interest	PRC	1991
13281	Carlos F. Bunge	7.82	12	2.48	28	3 18 5 16 9 1 5 19 2 11 10 15 14 3 12 15 6 6 7 1 12 2 1 12 5 0 5	8	Accurate determination of the total electronic energy of the Be ground state	PRA	1976
13363	G. K. Wertheim	11.9	26	2.98	134	1 4 4 11 3 11 13 7 1 7 19 13 75 11 4 20 5 33 3 23 5 0 13 4 13 6 5 6 5 2 1 3 13 11 12 17 2 12 13 4 10 15 9 31 11 23 13 20 20 19 16 2 19 15 6 15 2 10 15 10 18 3 6 46 4 42 20 15 44 0 4 38 11 7 2 4 14 5 2 7 2 0 20 66 37 0 22 1 5 12 16 3 0 3 17 20 1 13 14 1 6 15 9 6 1 1 0 1 2 30 52 13 9 7 30 25 13 20 14 8 13 11 6 0 10 13 8 16 3 5 4 1 3	13	Interpretation of the Fe^{57} Isomer Shift	PRL	1961
13382	D. D. Strottman	6.66	10	2.03	27	0 6 1 8 4 17 9 21 19 24 1 5 3 5 5 6 5 4 6 0 21 8 0 7 1 2	11	Lepton-number conservation and the double-β decay of ^{128}Te and ^{130}Te	PRD	1982
13537	J. W. Jänecke	4.1	10	1.4	28	1 13 11 7 2 4 16 0 1 7 3 2 0 5 8 0 0 9 17 1 12 4 3 2 1 1 1	19	Elastic scattering of 210 MeV ^{6}Li ions from ^{12}C and ^{58}Ni and unique ^{6}nucleus optical potentials	PRC	1988
13619	James J. Krebs	12.3	10	2.69	23	3 2 2 1 7 1 18 16 2 8 0 7 6 3 8 3 60 12 18 58 27 3	17	Direct Evidence for Perpendicular Spin Orientations and Enhanced Hyperfine Fields in Ultrathin Fe(100) Films on Ag(100)	PRL	1987
13663	Michael D. Miller	8.58	13	2.45	36	3 0 16 8 13 6 17 28 7 20 17 2 2 19 12 21 4 1 10 0 3 17 8 9 5 15 1 1 1 1 7 16 7 2 3	8	Brownian Motion of Coupled Nonlinear Oscillators: Thermalized Solitons and Nonlinear Response to External Forces	PRL	1978
13862	James P. Vary	7.81	16	2.15	79	8 27 7 15 16 21 24 3 12 7 26 6 5 11 3 6 15 4 3 9 4 0 1 5 4 36 2 2 3 1 1 1 4 7 6 6 5 14 10 3 15 16 5 8 12 0 27 4 3 9 1 0 2 1 27 3 2 4 0 3 3 1 14 1 0 14 5 0 2 12 2 9 35 1 11 0 4 7	26	Deep-Inelastic Electron Scattering and the Quark Structure of ^{3}He	PRL	1981
13873	Chandan Dasgupta	12.2	13	2.99	34	51 11 11 17 20 13 1 13 65 10 1 5 7 27 2 1 5 4 29 4 1 1 6 12 5 1 4 4 24 22 19 7 6	9	Phase Transition in a Lattice Model of Superconductivity	PRL	1981
13896	H. Voit	4.32	7	1.67	28	1 6 9 9 9 4 2 15 2 8 3 4 8 6 2 6 3 1 6 3 1 4 1 0 3 3 2	8	Spin assignments for the sub-Coulomb resonances of the ^{12}C + ^{12}C reaction	PRC	1977
13940	T. N. Chang	9.06	13	2.87	45	14 12 14 11 10 24 8 12 11 2 7 9 1 2 0 16 6 9 20 7 8 12 3 8 11 2 3 15 2 18 8 9 29 4 18 13 8 9 6 1 1 7 4 9	33	Photoionization of two-electron atoms using a nonvariational configuration-interaction approach with discretized finite basis	PRA	1991
14117	Verne L. Jacobs	9.08	13	2.69	25	1 12 9 9 1 11 7 17 14 10 18 5 5 13 18 14 3 11 15 2 6 0 22 10	23	Projection-operator approach to the unified treatment of radiative and dielectronic recombination	PRA	1989
14137	Gerald J. Lapeyre	6.94	12	1.97	54	8 4 0 3 1 3 9 2 4 19 35 11 8 4 18 9 3 6 10 3 1 3 13 6 10 7 3 3 2 2 29 3 8 2 2 2 16 20 3 0 19 4 1 0 4 3 3 0 28 1 5 9 3	11	Evidence for a Surface-State Exciton on GaAs(110)	PRL	1975
14239	James M. Cork	5.58	13	1.58	94	1 4 4 0 1 7 0 1 8 0 5 2 2 9 10 12 11 52 0 16 6 7 5 2 12 5 0 25 7 10 0 1 6 0 0 9 0 3 2 18 18 7 15 16 1 0 4 0 0 7 4 4 10 19 5 6 4 4 0 0 11 5 6 0 0 3 3 2 0 4 9 4 3 2 10 7 6 1 1 2 3 5 2 3 6 2 5 9 1 5 1 10 7	18	A Survey of Radioactivity Produced by High Energy Neutron Bombardment	PR	1937
14332	John C. Hermanson	12.0	13	3.61	30	26 33 8 13 17 14 4 3 8 11 17 34 9 6 8 8 11 10 11 29 16 20 2 12 8 9 1 4 7	12	d-like surface-state bands on Cu(100) and Cu(111) observed in angle-resolved photoemission spectroscopy	PRB	1979
14445	Jack M. Williams	9.0	13	2.55	47	10 1 1 1 0 1 4 6 3 7 6 5 3 9 10 6 8 2 7 4 15 7 9 19 12 6 11 32 22 0 8 27 6 2 6 9 50 2 32 1 8 5 9 10 15 2	37	^{13}C NMR studies of the normal and superconducting states of the organic superconductor κ-(ET)_{2}Cu[N(CN)_{2}]Br	PRB	1995
14545	Jerry R. Meyer	5.57	9	1.86	38	6 7 4 7 15 7 7 4 6 7 2 5 7 5 13 12 6 17 7 9 0 4 0 9 2 1 2 1 5 2 3 20 0 0 5 2 0	31	Semimetal-to-semiconductor transition in bismuth thin films	PRB	1993
14626	John D. Dow	10.2	23	2.38	113	8 12 3 29 4 6 5 1 2 16 4 21 0 1 26 24 2 26 3 3 11 5 3 1 4 0 1 4 13 3 35 1 0 25 0 24 35 4 114 5 22 2 10 10 5 2 33 5 11 0 1 0 16 20 23 14 1 19 11 4 11 24 31 25 0 10 11 1 1 12 1 0 3 0 10 4 3 6 0 4 4 6 4 3 10 11 9 9 5 0 8 16 6 6 27 23 15 5 8 17 4 0 1 4 18 2 22 1 5 22 23 5	39	Theory of Substitutional Deep Traps in Covalent Semiconductors	PRL	1980
14758	Wei Tou Ni	4.92	6	1.95	13	7 4 8 6 6 5 1 5 0 8 8 4	11	Inertial effects of a Dirac particle	PRD	1990
14977	Richard S. Meltzer	4.25	7	1.63	32	4 3 9 6 3 3 12 2 11 3 12 2 8 4 1 1 4 0 8 5 4 2 0 6 0 3 5 5 4 0 2	7	New High-Energy Monoenergetic Source for Nanosecond Phonon Spectroscopy	PRL	1977
15186	Isaac Balberg	5.66	12	1.75	45	0 3 4 3 2 22 2 4 0 3 2 1 16 8 19 21 10 15 2 2 2 6 4 5 13 9 1 7 13 6 6 2 3 0 2 4 0 0 8 7 0 2 2 2	6	Critical behavior of the electrical resistivity in magnetic systems	PRB	1976
15315	Avraham Gal	5.73	8	1.85	30	6 5 8 4 1 3 2 2 2 2 5 9 4 8 9 0 0 13 1 1 5 2 13 2 7 23 10 22 2	26	Λ-nucleus single-particle potentials	PRC	1988
15319	Sun Yiu Fung	9.76	12	3.03	26	15 3 2 8 12 6 6 7 1 1 23 21 10 4 24 12 13 16 10 12 8 13 13 1 2	15	Pion source parameters in Ar on KCl collisions	PRC	1983
15399	S. K. Singh	4.46	10	1.4	41	3 3 6 10 4 0 2 0 0 0 1 0 3 5 0 0 8 3 4 18 16 7 0 10 1 6 4 0 0 6 3 3 12 3 2 5 0 1 18 13	39	Inclusive neutrino scattering in ^{12}C: Implications for ν_{μ} to ν_{e} oscillations	PRC	1998
